r,rr,l,f,y,Trade
"REGION1","REGION1","SEA1N","LPTWHIBC1",2028,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2029,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2030,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2031,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2032,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2033,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2034,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2035,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2036,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2037,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2038,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2039,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2040,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2041,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2042,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2043,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2044,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2045,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2046,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2047,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2048,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2049,0
"REGION1","REGION1","SEA1N","LPTWHIBC1",2050,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2020,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2021,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2022,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2023,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2024,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2025,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2026,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2027,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2028,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2029,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2030,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2031,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2032,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2033,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2034,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2035,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2036,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2037,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2038,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2039,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2040,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2041,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2042,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2043,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2044,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2045,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2046,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2047,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2048,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2049,0
"REGION1","REGION1","SEA1N","LPTWIIBC1",2050,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2020,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2021,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2022,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2023,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2024,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2025,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2026,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2027,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2028,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2029,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2030,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2031,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2032,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2033,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2034,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2035,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2036,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2037,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2038,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2039,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2040,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2041,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2042,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2043,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2044,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2045,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2046,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2047,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2048,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2049,0
"REGION1","REGION1","SEA1N","LPTWHRBC1",2050,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2020,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2021,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2022,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2023,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2024,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2025,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2026,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2027,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2028,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2029,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2030,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2031,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2032,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2033,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2034,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2035,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2036,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2037,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2038,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2039,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2040,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2041,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2042,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2043,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2044,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2045,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2046,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2047,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2048,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2049,0
"REGION1","REGION1","SEA1N","LPTWIRBC1",2050,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2020,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2021,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2022,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2023,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2024,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2025,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2026,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2027,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2028,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2029,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2030,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2031,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2032,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2033,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2034,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2035,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2036,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2037,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2038,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2039,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2040,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2041,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2042,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2043,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2044,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2045,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2046,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2047,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2048,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2049,0
"REGION1","REGION1","SEA1N","LPTWLRBC1",2050,0
"REGION1","REGION1","SEA1N","CRPRAP",2020,0
"REGION1","REGION1","SEA1N","CRPRAP",2021,0
"REGION1","REGION1","SEA1N","CRPRAP",2022,0
"REGION1","REGION1","SEA1N","CRPRAP",2023,0
"REGION1","REGION1","SEA1N","CRPRAP",2024,0
"REGION1","REGION1","SEA1N","CRPRAP",2025,0
"REGION1","REGION1","SEA1N","CRPRAP",2026,0
"REGION1","REGION1","SEA1N","CRPRAP",2027,0
"REGION1","REGION1","SEA1N","CRPRAP",2028,0
"REGION1","REGION1","SEA1N","CRPRAP",2029,0
"REGION1","REGION1","SEA1N","CRPRAP",2030,0
"REGION1","REGION1","SEA1N","CRPRAP",2031,0
"REGION1","REGION1","SEA1N","CRPRAP",2032,0
"REGION1","REGION1","SEA1N","CRPRAP",2033,0
"REGION1","REGION1","SEA1N","CRPRAP",2034,0
"REGION1","REGION1","SEA1N","CRPRAP",2035,0
"REGION1","REGION1","SEA1N","CRPRAP",2036,0
"REGION1","REGION1","SEA1N","CRPRAP",2037,0
"REGION1","REGION1","SEA1N","CRPRAP",2038,0
"REGION1","REGION1","SEA1N","CRPRAP",2039,0
"REGION1","REGION1","SEA1N","CRPRAP",2040,0
"REGION1","REGION1","SEA1N","CRPRAP",2041,0
"REGION1","REGION1","SEA1N","CRPRAP",2042,0
"REGION1","REGION1","SEA1N","CRPRAP",2043,0
"REGION1","REGION1","SEA1N","CRPRAP",2044,0
"REGION1","REGION1","SEA1N","CRPRAP",2045,0
"REGION1","REGION1","SEA1N","CRPRAP",2046,0
"REGION1","REGION1","SEA1N","CRPRAP",2047,0
"REGION1","REGION1","SEA1N","CRPRAP",2048,0
"REGION1","REGION1","SEA1N","CRPRAP",2049,0
"REGION1","REGION1","SEA1N","CRPRAP",2050,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2020,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2021,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2022,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2023,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2024,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2025,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2026,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2027,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2028,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2029,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2030,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2031,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2032,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2033,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2034,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2035,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2036,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2037,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2038,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2039,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2040,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2041,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2042,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2043,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2044,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2045,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2046,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2047,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2048,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2049,0
"REGION1","REGION1","SEA1N","LRAPHIBC1",2050,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2020,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2021,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2022,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2023,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2024,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2025,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2026,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2027,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2028,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2029,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2030,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2031,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2032,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2033,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2034,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2035,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2036,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2037,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2038,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2039,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2040,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2041,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2042,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2043,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2044,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2045,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2046,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2047,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2048,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2049,0
"REGION1","REGION1","SEA1N","LRAPIIBC1",2050,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2020,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2021,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2022,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2023,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2024,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2025,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2026,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2027,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2028,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2029,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2030,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2031,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2032,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2033,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2034,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2035,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2036,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2037,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2038,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2039,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2040,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2041,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2042,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2043,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2044,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2045,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2046,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2047,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2048,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2049,0
"REGION1","REGION1","SEA1N","LRAPHRBC1",2050,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2020,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2021,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2022,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2023,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2024,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2025,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2026,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2027,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2028,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2029,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2030,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2031,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2032,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2033,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2034,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2035,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2036,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2037,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2038,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2039,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2040,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2041,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2042,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2043,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2044,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2045,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2046,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2047,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2048,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2049,0
"REGION1","REGION1","SEA1N","LRAPIRBC1",2050,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2020,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2021,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2022,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2023,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2024,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2025,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2026,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2027,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2028,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2029,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2030,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2031,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2032,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2033,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2034,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2035,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2036,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2037,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2038,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2039,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2040,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2041,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2042,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2043,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2044,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2045,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2046,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2047,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2048,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2049,0
"REGION1","REGION1","SEA1N","LRAPLRBC1",2050,0
"REGION1","REGION1","SEA1N","CRPRYE",2020,0
"REGION1","REGION1","SEA1N","CRPRYE",2021,0
"REGION1","REGION1","SEA1N","CRPRYE",2022,0
"REGION1","REGION1","SEA1N","CRPRYE",2023,0
"REGION1","REGION1","SEA1N","CRPRYE",2024,0
"REGION1","REGION1","SEA1N","CRPRYE",2025,0
"REGION1","REGION1","SEA1N","CRPRYE",2026,0
"REGION1","REGION1","SEA1N","CRPRYE",2027,0
"REGION1","REGION1","SEA1N","CRPRYE",2028,0
"REGION1","REGION1","SEA1N","CRPRYE",2029,0
"REGION1","REGION1","SEA1N","CRPRYE",2030,0
"REGION1","REGION1","SEA1N","CRPRYE",2031,0
"REGION1","REGION1","SEA1N","CRPRYE",2032,0
"REGION1","REGION1","SEA1N","CRPRYE",2033,0
"REGION1","REGION1","SEA1N","CRPRYE",2034,0
"REGION1","REGION1","SEA1N","CRPRYE",2035,0
"REGION1","REGION1","SEA1N","CRPRYE",2036,0
"REGION1","REGION1","SEA1N","CRPRYE",2037,0
"REGION1","REGION1","SEA1N","CRPRYE",2038,0
"REGION1","REGION1","SEA1N","CRPRYE",2039,0
"REGION1","REGION1","SEA1N","CRPRYE",2040,0
"REGION1","REGION1","SEA1N","CRPRYE",2041,0
"REGION1","REGION1","SEA1N","CRPRYE",2042,0
"REGION1","REGION1","SEA1N","CRPRYE",2043,0
"REGION1","REGION1","SEA1N","CRPRYE",2044,0
"REGION1","REGION1","SEA1N","CRPRYE",2045,0
"REGION1","REGION1","SEA1N","CRPRYE",2046,0
"REGION1","REGION1","SEA1N","CRPRYE",2047,0
"REGION1","REGION1","SEA1N","CRPRYE",2048,0
"REGION1","REGION1","SEA1N","CRPRYE",2049,0
"REGION1","REGION1","SEA1N","CRPRYE",2050,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2020,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2021,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2022,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2023,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2024,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2025,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2026,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2027,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2028,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2029,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2030,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2031,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2032,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2033,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2034,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2035,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2036,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2037,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2038,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2039,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2040,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2041,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2042,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2043,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2044,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2045,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2046,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2047,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2048,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2049,0
"REGION1","REGION1","SEA1N","LRYEHIBC1",2050,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2020,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2021,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2022,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2023,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2024,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2025,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2026,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2027,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2028,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2029,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2030,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2031,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2032,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2033,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2034,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2035,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2036,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2037,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2038,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2039,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2040,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2041,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2042,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2043,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2044,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2045,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2046,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2047,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2048,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2049,0
"REGION1","REGION1","SEA1N","LRYEIIBC1",2050,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2020,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2021,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2022,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2023,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2024,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2025,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2026,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2027,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2028,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2029,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2030,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2031,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2032,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2033,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2034,0
"REGION1","REGION1","SEA1N","LRYEHRBC1",2035,0
