r,t,y,AnnualVariableOperatingCost
"REGION1","LNDBARHIBC1",2042,0
"REGION1","LNDBARHIBC1",2043,0
"REGION1","LNDBARHIBC1",2044,0
"REGION1","LNDBARHIBC1",2045,0
"REGION1","LNDBARHIBC1",2046,0
"REGION1","LNDBARHIBC1",2047,0
"REGION1","LNDBARHIBC1",2048,0
"REGION1","LNDBARHIBC1",2049,0
"REGION1","LNDBARHIBC1",2050,0
"REGION1","LNDBARIIBC1",2020,0
"REGION1","LNDBARIIBC1",2021,0
"REGION1","LNDBARIIBC1",2022,0
"REGION1","LNDBARIIBC1",2023,0
"REGION1","LNDBARIIBC1",2024,0
"REGION1","LNDBARIIBC1",2025,0
"REGION1","LNDBARIIBC1",2026,0
"REGION1","LNDBARIIBC1",2027,0
"REGION1","LNDBARIIBC1",2028,0
"REGION1","LNDBARIIBC1",2029,1.881e-07
"REGION1","LNDBARIIBC1",2030,1.485e-07
"REGION1","LNDBARIIBC1",2031,1.188e-07
"REGION1","LNDBARIIBC1",2032,8.91e-08
"REGION1","LNDBARIIBC1",2033,5.94e-08
"REGION1","LNDBARIIBC1",2034,2.97e-08
"REGION1","LNDBARIIBC1",2035,0
"REGION1","LNDBARIIBC1",2036,0
"REGION1","LNDBARIIBC1",2037,0
"REGION1","LNDBARIIBC1",2038,0
"REGION1","LNDBARIIBC1",2039,0
"REGION1","LNDBARIIBC1",2040,0
"REGION1","LNDBARIIBC1",2041,0
"REGION1","LNDBARIIBC1",2042,0
"REGION1","LNDBARIIBC1",2043,0
"REGION1","LNDBARIIBC1",2044,0
"REGION1","LNDBARIIBC1",2045,0
"REGION1","LNDBARIIBC1",2046,0
"REGION1","LNDBARIIBC1",2047,0
"REGION1","LNDBARIIBC1",2048,0
"REGION1","LNDBARIIBC1",2049,0
"REGION1","LNDBARIIBC1",2050,0
"REGION1","LNDBARHRBC1",2020,7.75e-05
"REGION1","LNDBARHRBC1",2021,7.37499999999682e-05
"REGION1","LNDBARHRBC1",2022,8e-05
"REGION1","LNDBARHRBC1",2023,8.75e-05
"REGION1","LNDBARHRBC1",2024,8.5e-05
"REGION1","LNDBARHRBC1",2025,8.75e-05
"REGION1","LNDBARHRBC1",2026,9.125e-05
"REGION1","LNDBARHRBC1",2027,9.5e-05
"REGION1","LNDBARHRBC1",2028,8.47044e-05
"REGION1","LNDBARHRBC1",2029,8.655815e-05
"REGION1","LNDBARHRBC1",2030,9.23388875e-05
"REGION1","LNDBARHRBC1",2031,9.6879525e-05
"REGION1","LNDBARHRBC1",2032,0.000101404075
"REGION1","LNDBARHRBC1",2033,0.0001059348125
"REGION1","LNDBARHRBC1",2034,0.0001104692625
"REGION1","LNDBARHRBC1",2035,0.000115
"REGION1","LNDBARHRBC1",2036,0.0001175
"REGION1","LNDBARHRBC1",2037,0.00012
"REGION1","LNDBARHRBC1",2038,0.0001225
"REGION1","LNDBARHRBC1",2039,0.00012625
"REGION1","LNDBARHRBC1",2040,0.00012875
"REGION1","LNDBARHRBC1",2041,0.00013125
"REGION1","LNDBARHRBC1",2042,0.00013375
"REGION1","LNDBARHRBC1",2043,0.00013625
"REGION1","LNDBARHRBC1",2044,0.00013875
"REGION1","LNDBARHRBC1",2045,0.00014125
"REGION1","LNDBARHRBC1",2046,0.00014375
"REGION1","LNDBARHRBC1",2047,0.00014625
"REGION1","LNDBARHRBC1",2048,0.00014875
"REGION1","LNDBARHRBC1",2049,0.00015125
"REGION1","LNDBARHRBC1",2050,0.000155
"REGION1","LNDBARIRBC1",2020,0
"REGION1","LNDBARIRBC1",2021,0
"REGION1","LNDBARIRBC1",2022,0
"REGION1","LNDBARIRBC1",2023,0
"REGION1","LNDBARIRBC1",2024,0
"REGION1","LNDBARIRBC1",2025,0
"REGION1","LNDBARIRBC1",2026,0
"REGION1","LNDBARIRBC1",2027,0
"REGION1","LNDBARIRBC1",2028,1.911072e-05
"REGION1","LNDBARIRBC1",2029,1.81467e-05
"REGION1","LNDBARIRBC1",2030,1.51272e-05
"REGION1","LNDBARIRBC1",2031,1.20978e-05
"REGION1","LNDBARIRBC1",2032,9.0783e-06
"REGION1","LNDBARIRBC1",2033,6.0489e-06
"REGION1","LNDBARIRBC1",2034,3.0294e-06
"REGION1","LNDBARIRBC1",2035,0
"REGION1","LNDBARIRBC1",2036,0
"REGION1","LNDBARIRBC1",2037,0
"REGION1","LNDBARIRBC1",2038,0
"REGION1","LNDBARIRBC1",2039,0
"REGION1","LNDBARIRBC1",2040,0
"REGION1","LNDBARIRBC1",2041,0
"REGION1","LNDBARIRBC1",2042,0
"REGION1","LNDBARIRBC1",2043,0
"REGION1","LNDBARIRBC1",2044,0
"REGION1","LNDBARIRBC1",2045,0
"REGION1","LNDBARIRBC1",2046,0
"REGION1","LNDBARIRBC1",2047,0
"REGION1","LNDBARIRBC1",2048,0
"REGION1","LNDBARIRBC1",2049,0
"REGION1","LNDBARIRBC1",2050,0
"REGION1","LNDBARLRBC1",2020,0
"REGION1","LNDBARLRBC1",2021,0
"REGION1","LNDBARLRBC1",2022,0
"REGION1","LNDBARLRBC1",2023,0
"REGION1","LNDBARLRBC1",2024,0
"REGION1","LNDBARLRBC1",2025,0
"REGION1","LNDBARLRBC1",2026,0
"REGION1","LNDBARLRBC1",2027,0
"REGION1","LNDBARLRBC1",2028,0
"REGION1","LNDBARLRBC1",2029,0
"REGION1","LNDBARLRBC1",2030,0
"REGION1","LNDBARLRBC1",2031,0
"REGION1","LNDBARLRBC1",2032,0
"REGION1","LNDBARLRBC1",2033,0
"REGION1","LNDBARLRBC1",2034,0
"REGION1","LNDBARLRBC1",2035,0
"REGION1","LNDBARLRBC1",2036,0
"REGION1","LNDBARLRBC1",2037,0
"REGION1","LNDBARLRBC1",2038,0
"REGION1","LNDBARLRBC1",2039,0
"REGION1","LNDBARLRBC1",2040,0
"REGION1","LNDBARLRBC1",2041,0
"REGION1","LNDBARLRBC1",2042,0
"REGION1","LNDBARLRBC1",2043,0
"REGION1","LNDBARLRBC1",2044,0
"REGION1","LNDBARLRBC1",2045,0
"REGION1","LNDBARLRBC1",2046,0
"REGION1","LNDBARLRBC1",2047,0
"REGION1","LNDBARLRBC1",2048,0
"REGION1","LNDBARLRBC1",2049,0
"REGION1","LNDBARLRBC1",2050,0
"REGION1","LNDMAIHIBC1",2020,0.00464670539342105
"REGION1","LNDMAIHIBC1",2021,0.00777464490526316
"REGION1","LNDMAIHIBC1",2022,0.00776315789473684
"REGION1","LNDMAIHIBC1",2023,0.00783315133947369
"REGION1","LNDMAIHIBC1",2024,0.00796109085131579
"REGION1","LNDMAIHIBC1",2025,0.007970611525
"REGION1","LNDMAIHIBC1",2026,0.00813802472105263
"REGION1","LNDMAIHIBC1",2027,0.00816069469210526
"REGION1","LNDMAIHIBC1",2028,0.00842021536578947
"REGION1","LNDMAIHIBC1",2029,0.00858763442368421
"REGION1","LNDMAIHIBC1",2030,0.00863662018421053
"REGION1","LNDMAIHIBC1",2031,0.00883035138421053
"REGION1","LNDMAIHIBC1",2032,0.00883026228421053
"REGION1","LNDMAIHIBC1",2033,0.00894148718289474
"REGION1","LNDMAIHIBC1",2034,0.00897733002894737
"REGION1","LNDMAIHIBC1",2035,0.00909210526315789
"REGION1","LNDMAIHIBC1",2036,0.00931578947368421
"REGION1","LNDMAIHIBC1",2037,0.00948684210526316
"REGION1","LNDMAIHIBC1",2038,0.0095921052631579
"REGION1","LNDMAIHIBC1",2039,0.00960526315789474
"REGION1","LNDMAIHIBC1",2040,0.00965789473684211
"REGION1","LNDMAIHIBC1",2041,0.00978947368421053
"REGION1","LNDMAIHIBC1",2042,0.00990789473684211
"REGION1","LNDMAIHIBC1",2043,0.0100263157894737
"REGION1","LNDMAIHIBC1",2044,0.0101315789473684
"REGION1","LNDMAIHIBC1",2045,0.0102368421052632
"REGION1","LNDMAIHIBC1",2046,0.0103421052631579
"REGION1","LNDMAIHIBC1",2047,0.0104473684210526
"REGION1","LNDMAIHIBC1",2048,0.0105526315789474
"REGION1","LNDMAIHIBC1",2049,0.0106447368421053
"REGION1","LNDMAIHIBC1",2050,0.01075
"REGION1","LNDMAIIIBC1",2020,3.564e-07
"REGION1","LNDMAIIIBC1",2021,3.267e-07
"REGION1","LNDMAIIIBC1",2022,0
"REGION1","LNDMAIIIBC1",2023,2.871e-07
"REGION1","LNDMAIIIBC1",2024,2.574e-07
"REGION1","LNDMAIIIBC1",2025,2.376e-07
"REGION1","LNDMAIIIBC1",2026,2.079e-07
"REGION1","LNDMAIIIBC1",2027,1.881e-07
"REGION1","LNDMAIIIBC1",2028,1.683e-07
"REGION1","LNDMAIIIBC1",2029,1.386e-07
"REGION1","LNDMAIIIBC1",2030,1.188e-07
"REGION1","LNDMAIIIBC1",2031,9.9e-08
"REGION1","LNDMAIIIBC1",2032,0
"REGION1","LNDMAIIIBC1",2033,4.95e-08
"REGION1","LNDMAIIIBC1",2034,1.98e-08
"REGION1","LNDMAIIIBC1",2035,0
"REGION1","LNDMAIIIBC1",2036,0
"REGION1","LNDMAIIIBC1",2037,0
"REGION1","LNDMAIIIBC1",2038,0
"REGION1","LNDMAIIIBC1",2039,0
"REGION1","LNDMAIIIBC1",2040,0
"REGION1","LNDMAIIIBC1",2041,0
"REGION1","LNDMAIIIBC1",2042,0
"REGION1","LNDMAIIIBC1",2043,0
"REGION1","LNDMAIIIBC1",2044,0
"REGION1","LNDMAIIIBC1",2045,0
"REGION1","LNDMAIIIBC1",2046,0
"REGION1","LNDMAIIIBC1",2047,0
"REGION1","LNDMAIIIBC1",2048,0
"REGION1","LNDMAIIIBC1",2049,0
"REGION1","LNDMAIIIBC1",2050,0
"REGION1","LNDMAIHRBC1",2020,0.0001402335
"REGION1","LNDMAIHRBC1",2021,0.0001308879
"REGION1","LNDMAIHRBC1",2022,0
"REGION1","LNDMAIHRBC1",2023,0.0001121868
"REGION1","LNDMAIHRBC1",2024,0.0001028412
"REGION1","LNDMAIHRBC1",2025,9.34857e-05
"REGION1","LNDMAIHRBC1",2026,8.41401e-05
"REGION1","LNDMAIHRBC1",2027,7.47945e-05
"REGION1","LNDMAIHRBC1",2028,6.5439e-05
"REGION1","LNDMAIHRBC1",2029,5.60934e-05
"REGION1","LNDMAIHRBC1",2030,4.67478e-05
"REGION1","LNDMAIHRBC1",2031,3.73923e-05
"REGION1","LNDMAIHRBC1",2032,1.36373696969681e-05
"REGION1","LNDMAIHRBC1",2033,1.87011e-05
"REGION1","LNDMAIHRBC1",2034,9.3456e-06
"REGION1","LNDMAIHRBC1",2035,0
"REGION1","LNDMAIHRBC1",2036,0
"REGION1","LNDMAIHRBC1",2037,0
"REGION1","LNDMAIHRBC1",2038,0
"REGION1","LNDMAIHRBC1",2039,0
"REGION1","LNDMAIHRBC1",2040,0
"REGION1","LNDMAIHRBC1",2041,0
"REGION1","LNDMAIHRBC1",2042,0
"REGION1","LNDMAIHRBC1",2043,0
"REGION1","LNDMAIHRBC1",2044,0
"REGION1","LNDMAIHRBC1",2045,0
"REGION1","LNDMAIHRBC1",2046,0
"REGION1","LNDMAIHRBC1",2047,0
"REGION1","LNDMAIHRBC1",2048,0
"REGION1","LNDMAIHRBC1",2049,0
"REGION1","LNDMAIHRBC1",2050,0
"REGION1","LNDMAIIRBC1",2020,3.50559e-05
"REGION1","LNDMAIIRBC1",2021,3.27195e-05
"REGION1","LNDMAIIRBC1",2022,0
"REGION1","LNDMAIIRBC1",2023,2.80467e-05
"REGION1","LNDMAIIRBC1",2024,2.57103e-05
"REGION1","LNDMAIIRBC1",2025,2.33739e-05
"REGION1","LNDMAIIRBC1",2026,2.10375e-05
"REGION1","LNDMAIIRBC1",2027,1.87011e-05
"REGION1","LNDMAIIRBC1",2028,1.63647e-05
"REGION1","LNDMAIIRBC1",2029,1.40184e-05
"REGION1","LNDMAIIRBC1",2030,1.1682e-05
"REGION1","LNDMAIIRBC1",2031,9.3456e-06
"REGION1","LNDMAIIRBC1",2032,0
"REGION1","LNDMAIIRBC1",2033,4.6728e-06
"REGION1","LNDMAIIRBC1",2034,2.3364e-06
"REGION1","LNDMAIIRBC1",2035,0
"REGION1","LNDMAIIRBC1",2036,0
"REGION1","LNDMAIIRBC1",2037,0
"REGION1","LNDMAIIRBC1",2038,0
"REGION1","LNDMAIIRBC1",2039,0
"REGION1","LNDMAIIRBC1",2040,0
"REGION1","LNDMAIIRBC1",2041,0
"REGION1","LNDMAIIRBC1",2042,0
"REGION1","LNDMAIIRBC1",2043,0
"REGION1","LNDMAIIRBC1",2044,0
"REGION1","LNDMAIIRBC1",2045,0
"REGION1","LNDMAIIRBC1",2046,0
"REGION1","LNDMAIIRBC1",2047,0
"REGION1","LNDMAIIRBC1",2048,0
"REGION1","LNDMAIIRBC1",2049,0
"REGION1","LNDMAIIRBC1",2050,0
"REGION1","LNDMAILRBC1",2020,0
"REGION1","LNDMAILRBC1",2021,0
"REGION1","LNDMAILRBC1",2022,0
"REGION1","LNDMAILRBC1",2023,0
"REGION1","LNDMAILRBC1",2024,0
"REGION1","LNDMAILRBC1",2025,0
"REGION1","LNDMAILRBC1",2026,0
"REGION1","LNDMAILRBC1",2027,0
"REGION1","LNDMAILRBC1",2028,0
"REGION1","LNDMAILRBC1",2029,0
"REGION1","LNDMAILRBC1",2030,0
"REGION1","LNDMAILRBC1",2031,0
"REGION1","LNDMAILRBC1",2032,0
"REGION1","LNDMAILRBC1",2033,0
"REGION1","LNDMAILRBC1",2034,0
"REGION1","LNDMAILRBC1",2035,0
"REGION1","LNDMAILRBC1",2036,0
"REGION1","LNDMAILRBC1",2037,0
"REGION1","LNDMAILRBC1",2038,0
"REGION1","LNDMAILRBC1",2039,0
"REGION1","LNDMAILRBC1",2040,0
"REGION1","LNDMAILRBC1",2041,0
"REGION1","LNDMAILRBC1",2042,0
"REGION1","LNDMAILRBC1",2043,0
"REGION1","LNDMAILRBC1",2044,0
"REGION1","LNDMAILRBC1",2045,0
"REGION1","LNDMAILRBC1",2046,0
"REGION1","LNDMAILRBC1",2047,0
"REGION1","LNDMAILRBC1",2048,0
"REGION1","LNDMAILRBC1",2049,0
"REGION1","LNDMAILRBC1",2050,0
"REGION1","LNDOATHIBC1",2020,2.1681e-06
"REGION1","LNDOATHIBC1",2021,2.0196e-06
"REGION1","LNDOATHIBC1",2022,1.8711e-06
"REGION1","LNDOATHIBC1",2023,1.7325e-06
"REGION1","LNDOATHIBC1",2024,1.584e-06
"REGION1","LNDOATHIBC1",2025,8.4171886363636e-06
"REGION1","LNDOATHIBC1",2026,2.62135659090909e-05
"REGION1","LNDOATHIBC1",2027,4.40070181818182e-05
"REGION1","LNDOATHIBC1",2028,6.17973204545455e-05
"REGION1","LNDOATHIBC1",2029,8.18635000000001e-05
"REGION1","LNDOATHIBC1",2030,9.96661772727272e-05
"REGION1","LNDOATHIBC1",2031,0.000117456479545455
"REGION1","LNDOATHIBC1",2032,0.000137522659090909
"REGION1","LNDOATHIBC1",2033,0.000155325336363636
"REGION1","LNDOATHIBC1",2034,0.000173106413636364
"REGION1","LNDOATHIBC1",2035,0.000190909090909091
"REGION1","LNDOATHIBC1",2036,0.000195454545454545
"REGION1","LNDOATHIBC1",2037,0.000197727272727273
"REGION1","LNDOATHIBC1",2038,0.0002
"REGION1","LNDOATHIBC1",2039,0.000204545454545455
"REGION1","LNDOATHIBC1",2040,0.000206818181818182
"REGION1","LNDOATHIBC1",2041,0.000209090909090909
"REGION1","LNDOATHIBC1",2042,0.000211363636363636
"REGION1","LNDOATHIBC1",2043,0.000215909090909091
"REGION1","LNDOATHIBC1",2044,0.000218181818181818
"REGION1","LNDOATHIBC1",2045,0.000220454545454545
"REGION1","LNDOATHIBC1",2046,0.000222727272727273
"REGION1","LNDOATHIBC1",2047,0.000227272727272727
"REGION1","LNDOATHIBC1",2048,0.000229545454545454
"REGION1","LNDOATHIBC1",2049,0.000231818181818182
"REGION1","LNDOATHIBC1",2050,0.000236363636363636
"REGION1","LNDOATIIBC1",2020,0
"REGION1","LNDOATIIBC1",2021,0
"REGION1","LNDOATIIBC1",2022,0
"REGION1","LNDOATIIBC1",2023,0
"REGION1","LNDOATIIBC1",2024,3.96e-07
"REGION1","LNDOATIIBC1",2025,3.564e-07
"REGION1","LNDOATIIBC1",2026,3.267e-07
"REGION1","LNDOATIIBC1",2027,2.871e-07
"REGION1","LNDOATIIBC1",2028,2.574e-07
"REGION1","LNDOATIIBC1",2029,2.178e-07
"REGION1","LNDOATIIBC1",2030,1.782e-07
"REGION1","LNDOATIIBC1",2031,1.485e-07
"REGION1","LNDOATIIBC1",2032,1.089e-07
"REGION1","LNDOATIIBC1",2033,6.93e-08
"REGION1","LNDOATIIBC1",2034,3.96e-08
"REGION1","LNDOATIIBC1",2035,0
"REGION1","LNDOATIIBC1",2036,0
"REGION1","LNDOATIIBC1",2037,0
"REGION1","LNDOATIIBC1",2038,0
"REGION1","LNDOATIIBC1",2039,0
"REGION1","LNDOATIIBC1",2040,0
"REGION1","LNDOATIIBC1",2041,0
"REGION1","LNDOATIIBC1",2042,0
"REGION1","LNDOATIIBC1",2043,0
"REGION1","LNDOATIIBC1",2044,0
"REGION1","LNDOATIIBC1",2045,0
"REGION1","LNDOATIIBC1",2046,0
"REGION1","LNDOATIIBC1",2047,0
"REGION1","LNDOATIIBC1",2048,0
"REGION1","LNDOATIIBC1",2049,0
"REGION1","LNDOATIIBC1",2050,0
"REGION1","LNDOATHRBC1",2020,0.000139136673170732
"REGION1","LNDOATHRBC1",2021,0.000161247258536585
"REGION1","LNDOATHRBC1",2022,0.000163845648780488
"REGION1","LNDOATHRBC1",2023,0.000166433414634146
"REGION1","LNDOATHRBC1",2024,0.0001571031
"REGION1","LNDOATHRBC1",2025,0.0001428174
"REGION1","LNDOATHRBC1",2026,0.0001285317
"REGION1","LNDOATHRBC1",2027,0.0001142559
"REGION1","LNDOATHRBC1",2028,9.99702e-05
"REGION1","LNDOATHRBC1",2029,8.56944e-05
"REGION1","LNDOATHRBC1",2030,7.14087e-05
"REGION1","LNDOATHRBC1",2031,5.7123e-05
"REGION1","LNDOATHRBC1",2032,4.28472e-05
"REGION1","LNDOATHRBC1",2033,2.85615e-05
"REGION1","LNDOATHRBC1",2034,1.42857e-05
"REGION1","LNDOATHRBC1",2035,0
"REGION1","LNDOATHRBC1",2036,0
"REGION1","LNDOATHRBC1",2037,0
"REGION1","LNDOATHRBC1",2038,0
"REGION1","LNDOATHRBC1",2039,0
"REGION1","LNDOATHRBC1",2040,0
"REGION1","LNDOATHRBC1",2041,0
"REGION1","LNDOATHRBC1",2042,0
"REGION1","LNDOATHRBC1",2043,0
"REGION1","LNDOATHRBC1",2044,0
"REGION1","LNDOATHRBC1",2045,0
"REGION1","LNDOATHRBC1",2046,0
"REGION1","LNDOATHRBC1",2047,0
"REGION1","LNDOATHRBC1",2048,0
"REGION1","LNDOATHRBC1",2049,0
"REGION1","LNDOATHRBC1",2050,0
"REGION1","LNDOATIRBC1",2020,0
"REGION1","LNDOATIRBC1",2021,0
"REGION1","LNDOATIRBC1",2022,0
"REGION1","LNDOATIRBC1",2023,0
"REGION1","LNDOATIRBC1",2024,1.77032925925926e-05
"REGION1","LNDOATIRBC1",2025,3.57093e-05
"REGION1","LNDOATIRBC1",2026,3.21354e-05
"REGION1","LNDOATIRBC1",2027,2.85615e-05
"REGION1","LNDOATIRBC1",2028,2.49975e-05
"REGION1","LNDOATIRBC1",2029,2.14236e-05
"REGION1","LNDOATIRBC1",2030,1.78497e-05
"REGION1","LNDOATIRBC1",2031,1.42857e-05
"REGION1","LNDOATIRBC1",2032,1.07118e-05
"REGION1","LNDOATIRBC1",2033,7.1379e-06
"REGION1","LNDOATIRBC1",2034,3.5739e-06
"REGION1","LNDOATIRBC1",2035,0
"REGION1","LNDOATIRBC1",2036,0
"REGION1","LNDOATIRBC1",2037,0
"REGION1","LNDOATIRBC1",2038,0
"REGION1","LNDOATIRBC1",2039,0
"REGION1","LNDOATIRBC1",2040,0
"REGION1","LNDOATIRBC1",2041,0
"REGION1","LNDOATIRBC1",2042,0
"REGION1","LNDOATIRBC1",2043,0
"REGION1","LNDOATIRBC1",2044,0
"REGION1","LNDOATIRBC1",2045,0
"REGION1","LNDOATIRBC1",2046,0
"REGION1","LNDOATIRBC1",2047,0
"REGION1","LNDOATIRBC1",2048,0
"REGION1","LNDOATIRBC1",2049,0
"REGION1","LNDOATIRBC1",2050,0
"REGION1","LNDOATLRBC1",2020,0
"REGION1","LNDOATLRBC1",2021,0
"REGION1","LNDOATLRBC1",2022,0
"REGION1","LNDOATLRBC1",2023,0
"REGION1","LNDOATLRBC1",2024,0
"REGION1","LNDOATLRBC1",2025,0
"REGION1","LNDOATLRBC1",2026,0
"REGION1","LNDOATLRBC1",2027,0
"REGION1","LNDOATLRBC1",2028,0
"REGION1","LNDOATLRBC1",2029,0
"REGION1","LNDOATLRBC1",2030,0
"REGION1","LNDOATLRBC1",2031,0
"REGION1","LNDOATLRBC1",2032,0
"REGION1","LNDOATLRBC1",2033,0
"REGION1","LNDOATLRBC1",2034,0
"REGION1","LNDOATLRBC1",2035,0
"REGION1","LNDOATLRBC1",2036,0
"REGION1","LNDOATLRBC1",2037,0
"REGION1","LNDOATLRBC1",2038,0
"REGION1","LNDOATLRBC1",2039,0
"REGION1","LNDOATLRBC1",2040,0
"REGION1","LNDOATLRBC1",2041,0
"REGION1","LNDOATLRBC1",2042,0
"REGION1","LNDOATLRBC1",2043,0
"REGION1","LNDOATLRBC1",2044,0
"REGION1","LNDOATLRBC1",2045,0
"REGION1","LNDOATLRBC1",2046,0
"REGION1","LNDOATLRBC1",2047,0
"REGION1","LNDOATLRBC1",2048,0
"REGION1","LNDOATLRBC1",2049,0
"REGION1","LNDOATLRBC1",2050,0
"REGION1","LNDOTHHIBC1",2020,0.0003807738
"REGION1","LNDOTHHIBC1",2021,0.0003553803
"REGION1","LNDOTHHIBC1",2022,0.0003299967
"REGION1","LNDOTHHIBC1",2023,0.0003046131
"REGION1","LNDOTHHIBC1",2024,0.0002792295
"REGION1","LNDOTHHIBC1",2025,0.0002538459
"REGION1","LNDOTHHIBC1",2026,0.0002284623
"REGION1","LNDOTHHIBC1",2027,0.0002030787
"REGION1","LNDOTHHIBC1",2028,0.0001776951
"REGION1","LNDOTHHIBC1",2029,0.0001523115
"REGION1","LNDOTHHIBC1",2030,0.0001269279
"REGION1","LNDOTHHIBC1",2031,0.0001015344
"REGION1","LNDOTHHIBC1",2032,7.61508e-05
"REGION1","LNDOTHHIBC1",2033,5.07672e-05
"REGION1","LNDOTHHIBC1",2034,2.53836e-05
"REGION1","LNDOTHHIBC1",2035,0
"REGION1","LNDOTHHIBC1",2036,0
"REGION1","LNDOTHHIBC1",2037,0
"REGION1","LNDOTHHIBC1",2038,0
"REGION1","LNDOTHHIBC1",2039,0
"REGION1","LNDOTHHIBC1",2040,0
"REGION1","LNDOTHHIBC1",2041,0
"REGION1","LNDOTHHIBC1",2042,0
"REGION1","LNDOTHHIBC1",2043,0
"REGION1","LNDOTHHIBC1",2044,0
"REGION1","LNDOTHHIBC1",2045,0
"REGION1","LNDOTHHIBC1",2046,0
"REGION1","LNDOTHHIBC1",2047,0
"REGION1","LNDOTHHIBC1",2048,0
"REGION1","LNDOTHHIBC1",2049,0
"REGION1","LNDOTHHIBC1",2050,0
"REGION1","LNDOTHIIBC1",2020,0.00251452382222222
"REGION1","LNDOTHIIBC1",2021,0.00295949293333333
"REGION1","LNDOTHIIBC1",2022,0.00302667106666667
"REGION1","LNDOTHIIBC1",2023,0.0030938492
"REGION1","LNDOTHIIBC1",2024,0.00318324955555556
"REGION1","LNDOTHIIBC1",2025,0.00321709435555556
"REGION1","LNDOTHIIBC1",2026,0.0032953836
"REGION1","LNDOTHIIBC1",2027,0.00338478395555556
"REGION1","LNDOTHIIBC1",2028,0.00349640653333333
"REGION1","LNDOTHIIBC1",2029,0.00356358466666667
"REGION1","LNDOTHIIBC1",2030,0.00368631835555556
"REGION1","LNDOTHIIBC1",2031,0.00378684302222222
"REGION1","LNDOTHIIBC1",2032,0.00382068782222222
"REGION1","LNDOTHIIBC1",2033,0.00391008817777778
"REGION1","LNDOTHIIBC1",2034,0.00399948853333333
"REGION1","LNDOTHIIBC1",2035,0.00408888888888889
"REGION1","LNDOTHIIBC1",2036,0.00415555555555555
"REGION1","LNDOTHIIBC1",2037,0.00421111111111111
"REGION1","LNDOTHIIBC1",2038,0.00425555555555556
"REGION1","LNDOTHIIBC1",2039,0.00431111111111111
"REGION1","LNDOTHIIBC1",2040,0.00435555555555556
"REGION1","LNDOTHIIBC1",2041,0.00441111111111111
"REGION1","LNDOTHIIBC1",2042,0.00445555555555556
"REGION1","LNDOTHIIBC1",2043,0.00452222222222222
"REGION1","LNDOTHIIBC1",2044,0.00456666666666667
"REGION1","LNDOTHIIBC1",2045,0.00462222222222222
"REGION1","LNDOTHIIBC1",2046,0.00467777777777778
"REGION1","LNDOTHIIBC1",2047,0.00472222222222222
"REGION1","LNDOTHIIBC1",2048,0.00477777777777778
"REGION1","LNDOTHIIBC1",2049,0.00483333333333333
"REGION1","LNDOTHIIBC1",2050,0.00488888888888889
"REGION1","LNDOTHHRBC1",2020,0
"REGION1","LNDOTHHRBC1",2021,0
"REGION1","LNDOTHHRBC1",2022,0
"REGION1","LNDOTHHRBC1",2023,0
"REGION1","LNDOTHHRBC1",2024,0
"REGION1","LNDOTHHRBC1",2025,0
"REGION1","LNDOTHHRBC1",2026,0
"REGION1","LNDOTHHRBC1",2027,0
"REGION1","LNDOTHHRBC1",2028,0
"REGION1","LNDOTHHRBC1",2029,0
"REGION1","LNDOTHHRBC1",2030,0
"REGION1","LNDOTHHRBC1",2031,0
"REGION1","LNDOTHHRBC1",2032,0
"REGION1","LNDOTHHRBC1",2033,0
"REGION1","LNDOTHHRBC1",2034,0
"REGION1","LNDOTHHRBC1",2035,0
"REGION1","LNDOTHHRBC1",2036,0
"REGION1","LNDOTHHRBC1",2037,0
"REGION1","LNDOTHHRBC1",2038,0
"REGION1","LNDOTHHRBC1",2039,0
"REGION1","LNDOTHHRBC1",2040,0
"REGION1","LNDOTHHRBC1",2041,0
"REGION1","LNDOTHHRBC1",2042,0
"REGION1","LNDOTHHRBC1",2043,0
"REGION1","LNDOTHHRBC1",2044,0
"REGION1","LNDOTHHRBC1",2045,0
"REGION1","LNDOTHHRBC1",2046,0
"REGION1","LNDOTHHRBC1",2047,0
"REGION1","LNDOTHHRBC1",2048,0
"REGION1","LNDOTHHRBC1",2049,0
"REGION1","LNDOTHHRBC1",2050,0
"REGION1","LNDOTHIRBC1",2020,0
"REGION1","LNDOTHIRBC1",2021,0
"REGION1","LNDOTHIRBC1",2022,0
"REGION1","LNDOTHIRBC1",2023,0
"REGION1","LNDOTHIRBC1",2024,0
"REGION1","LNDOTHIRBC1",2025,0
"REGION1","LNDOTHIRBC1",2026,0
"REGION1","LNDOTHIRBC1",2027,0
"REGION1","LNDOTHIRBC1",2028,0
"REGION1","LNDOTHIRBC1",2029,0
"REGION1","LNDOTHIRBC1",2030,0
"REGION1","LNDOTHIRBC1",2031,0
"REGION1","LNDOTHIRBC1",2032,0
"REGION1","LNDOTHIRBC1",2033,0
"REGION1","LNDOTHIRBC1",2034,0
"REGION1","LNDOTHIRBC1",2035,0
"REGION1","LNDOTHIRBC1",2036,0
"REGION1","LNDOTHIRBC1",2037,0
"REGION1","LNDOTHIRBC1",2038,0
"REGION1","LNDOTHIRBC1",2039,0
"REGION1","LNDOTHIRBC1",2040,0
"REGION1","LNDOTHIRBC1",2041,0
"REGION1","LNDOTHIRBC1",2042,0
"REGION1","LNDOTHIRBC1",2043,0
"REGION1","LNDOTHIRBC1",2044,0
